gene	log2FoldChange_ov90_30minProt	pval_ov90_30minProt	log2FoldChange_ov90_120minProt	pval_ov90_120minProt
CFL1	-0.098503083	0.170075294	0.050577065	0.583558146
SCPEP1	-0.127902745	0.17011480399999998	0.065020235	0.360182881
EFCAB14	-0.07896777599999999	0.170191127	0.009329236	0.88383357
RBM14	0.108498661	0.170191428	-0.11094351300000001	0.657821149
PRKG2	0.171775963	0.170229258	-0.17859286100000002	0.071395733
TRMT6	0.18663650199999998	0.17026507300000002	-0.08851411599999999	0.5137976879999999
SLC30A9	-0.297033107	0.170372981	0.203069127	0.103635948
COG5	-0.070867517	0.170406102	0.026291455	0.6953665920000001
UBE2G1	-0.122364813	0.17040645399999998	0.055573421	0.586478287
FAM210B	0.10546525	0.17057087399999998	0.718209485	0.004571665
C19orf47	-0.138154613	0.170751035	-0.110182017	0.162052854
DAXX	-0.095097401	0.170820193	-0.083297706	0.31713704600000003
GTPBP6	0.110328919	0.170856425	-0.116271996	0.32810344199999997
TMPPE	0.09368096599999999	0.170944204	0.125288936	0.249230005
ESPL1	-0.098523678	0.17122781899999998	-0.026816512	0.716770676
TNFSF10	0.17185160600000002	0.17144440100000002	-0.057898925	0.6569304
PPP1R3B	-0.12256500699999999	0.171490423	0.008604282	0.921455386
VPS18	0.09013874699999999	0.171499558	-0.030903887	0.626951275
NDUFA8	0.086585954	0.171538387	-0.000722592	0.992681527
TCEANC2	0.205855242	0.171770132	-0.165119435	0.168192371
DDX18	0.219767585	0.171820155	-0.38767624	0.002707888
EXOSC6	0.186439243	0.171825731	-0.32935149399999997	0.005288765
DDX50	0.18242713100000002	0.17183652100000002	-0.288043029	0.030941537999999998
TMEM173	0.20493413100000002	0.171874855	0.22473788100000003	0.256729204
ZDHHC17	0.074877106	0.17190588399999998	0.11079805	0.240446563
LRG1	0.12987617199999998	0.17210170800000002	-0.037551222	0.629352089
ADRBK1	-0.100849535	0.17216944899999997	0.08883045199999999	0.371728235
RPL6	0.10378757300000001	0.172382515	-0.022068549	0.817454982
BCAP29	0.225355595	0.172695357	0.040430232	0.800899556
PLCD4	0.092388561	0.17269631300000002	0.161863841	0.065349965
CYB561A3	-0.176306525	0.172705754	0.079972757	0.506109417
VARS	-0.075923799	0.17279958	0.123257304	0.107447519
HLA-C	0.11066215300000001	0.172882008	0.061621922999999995	0.602818332
LETM1	-0.309597839	0.172892858	0.5428420079999999	0.01326287
PHF1	0.15769358	0.172918457	-0.274757676	0.002403185
CEPT1	-0.159950911	0.173019222	0.152051293	0.052642235
ZBTB40	0.133693192	0.17305642899999998	-0.183229732	0.099774821
DR1	0.084383032	0.17346268899999998	-0.079575416	0.257707614
RPF2	0.35661159600000003	0.173736255	-0.240283103	0.072554696
GHDC	0.085028854	0.17384454600000002	-0.06096215	0.37911057
ARHGEF18	0.089643882	0.173913745	-0.057785172999999995	0.37273818700000005
RAP1GDS1	-0.10645503199999999	0.174207902	0.12487755	0.17744797399999998
PDS5B	-0.077688493	0.17450428	-0.17889325	0.020309146
KIAA1468	0.152566525	0.17495453100000002	0.055295432	0.533812369
TCERG1	-0.080905988	0.174991022	-0.098726997	0.121572443
AHNAK	0.136908362	0.175087723	0.11705936900000001	0.10095766
NME1	-0.21372358100000002	0.175173231	-0.024689627999999998	0.852777165
MPC2	0.09436171199999999	0.175240001	0.43344105200000005	0.010383571999999999
PI4KA	-0.128800941	0.175245596	0.09392470300000001	0.33891316200000005
COMMD9	-0.081920306	0.175326073	0.0053595480000000004	0.952191473
NAA15	-0.12635717300000002	0.175464412	0.114410496	0.265708591
NOL7	0.389580218	0.17566794800000002	-0.40284367200000004	0.02731637
MPHOSPH6	0.19665896600000002	0.175806775	-0.31476841	0.00779689
PGAM5	0.07535563	0.175860513	-0.046971940999999996	0.54742983
DNAJB14	0.174900649	0.175980117	-0.10368465	0.367527775
CENPI	0.17760932100000001	0.175981723	-0.650031653	0.001121141
CTSA	0.082713803	0.17616342699999998	-0.018659257	0.8248201140000001
PIGH	0.122825159	0.176249006	-0.025794939	0.8194244140000001
TP53	0.096173182	0.17651677600000001	-0.04829494	0.553489812
SYPL1	-0.13853476	0.17667113199999998	0.24081797800000002	0.029014498
COA6	0.073735359	0.17688512399999998	0.314533833	0.026396285
KIF1B	-0.09654624199999999	0.17691377600000002	-0.126920328	0.076388746
NIT2	-0.10678033699999999	0.17695921	0.076401014	0.38419111899999997
AGFG2	-0.088566769	0.17749696399999998	0.09094962	0.211427008
PTPN3	0.133749394	0.177550895	-0.083885469	0.337442268
ING4	0.23709392699999998	0.177609226	-0.412662322	0.00772689
PSMG1	-0.10473532199999999	0.17766574899999998	0.098371119	0.382616485
DPH5	-0.11156396699999999	0.17780421600000001	-0.0034008690000000004	0.974262142
MOCS2	-0.10615430099999999	0.177950523	0.080421721	0.300214776
HMHA1	-0.16018629	0.178045012	0.126466499	0.39570228700000004
POLR3E	0.08432374	0.17816723	-0.059757525	0.33883394899999997
EOGT	0.09650785699999999	0.178180134	0.032307353999999996	0.613546219
FAM50B	-0.09839549800000001	0.178254138	-0.21054548899999997	0.016707705
CCNDBP1	-0.082129232	0.178284809	0.041788982	0.655135435
UQCR10	0.132309425	0.178493882	-0.11098459	0.265284052
GFRA3	-0.09878233199999999	0.17853818800000001	-0.07005357599999999	0.551345115
ZNF569	0.14259138300000002	0.179083267	-0.187255897	0.135229215
MATN3	0.099987597	0.179482193	0.041744101	0.503202669
FAT1	0.09853412800000001	0.179486812	-0.037896278	0.603006746
PAWR	-0.11065206	0.179548138	0.001679715	0.9819792959999999
TJAP1	-0.107101993	0.179678244	0.06818428900000001	0.43845185
RCC1	0.2155183	0.179729832	-0.417575855	0.026376669
ZC3H7A	-0.073297662	0.17990208600000002	0.027180074	0.680676205
CETN2	0.188183055	0.179976256	-0.190346402	0.302806822
COX6A1	0.10150251199999999	0.18023214699999998	-0.14426239300000002	0.119102985
DIRC2	-0.177767836	0.180290198	0.130905149	0.163814259
GABARAP	0.32265923399999996	0.180408459	0.043533865	0.811411415
CXorf38	-0.075799991	0.18042528	0.054550593	0.580724998
CERS4	-0.356586708	0.180641467	0.29630967199999997	0.010072655
TFPT	0.14673972300000002	0.18064224399999998	-0.20961244699999998	0.080569753
WDR83	0.150360573	0.180963252	-0.14428824	0.308977771
DNAJC10	0.11408614199999999	0.18106990399999998	-0.149173046	0.17908300100000002
AARS2	0.072532337	0.181723175	-0.046978632	0.517977403
MAL2	0.138029635	0.181739791	-0.174425726	0.09026812699999999
SLC9A6	-0.125122535	0.181771779	0.093161378	0.149342626
USP11	-0.09032707300000001	0.18193770199999998	0.00582628	0.936030914
EIF2A	-0.076636417	0.181997601	0.048563972999999996	0.517839164
PROCR	0.101827948	0.182066618	0.086796316	0.389182021
MMP15	0.119721195	0.18224478	-0.032163212000000004	0.716293546
ANAPC16	-0.125267925	0.182328125	0.101310822	0.561792074
XRCC4	-0.085484218	0.182534997	-0.06075159	0.48653337799999996
ZNF594	0.113917061	0.18282076600000002	-0.176095594	0.09435423400000001
SH2D4A	-0.10458775	0.18284088199999998	0.066188304	0.5534529739999999
LIPH	0.081795433	0.182842797	0.001806377	0.983596117
RHBDD2	0.086957633	0.18293753399999998	0.247081595	0.024998906
PORCN	0.21266331	0.18302164	-0.02489573	0.8821549940000001
ACTB	0.162672831	0.183232525	-0.354210697	0.026788724
ENTPD6	0.083812408	0.183264583	0.06954259	0.371392784
ZNF3	0.104495046	0.18353309199999998	-0.07448139	0.345490807
TRAPPC8	0.070270468	0.18386817800000002	0.012076703000000001	0.8522151309999999
DUSP11	0.10323776800000001	0.183913388	-0.251731518	0.011926093
CNPY3	0.128944102	0.184136513	-0.054585035999999997	0.537509027
EIF3A	-0.076000427	0.184197038	0.082938131	0.32133570899999997
TCEB2	-0.076188542	0.184371245	-0.06202262099999999	0.380745
ZNF765	0.10002931	0.18439992	-0.098037115	0.209365374
CARD10	-0.11326717900000001	0.18452852	0.019762456	0.7707241090000001
ALKBH7	0.079512711	0.18455065	0.013168465	0.8305800940000001
FLII	0.182499153	0.18459215	-0.29572714899999997	0.078924719
GALNT2	0.10850294099999999	0.184679313	0.341455055	0.051926331
NDUFA12	0.09902171	0.184905095	-0.048276966	0.518200471
DAPK1	0.12958154800000002	0.18505675800000002	-0.23274931399999998	0.026153434
UNC119B	-0.070150658	0.185107413	0.02593145	0.7182055140000001
HEATR6	-0.158983828	0.18512547	0.007839061999999999	0.951014855
DOLK	0.115372234	0.18513464699999999	-0.02946117	0.800848683
VTI1A	0.086749928	0.185278654	0.06925931	0.39712603399999996
SMARCD3	0.069368425	0.18541009100000003	-0.098996742	0.263862754
FAM111B	0.159229635	0.185521783	-0.096454576	0.37601246200000005
KIF2A	0.13049090900000002	0.185568905	-0.079654787	0.427667953
ENY2	0.16289189999999998	0.185569394	-0.099400578	0.448877391
DDX1	-0.11683324199999999	0.18561393	-0.001051059	0.9897725629999999
DDX17	-0.113083765	0.185661966	-0.055403510999999996	0.436994161
PEF1	-0.093069736	0.185668363	0.109515004	0.218339027
DIAPH3	-0.14891638199999999	0.18568592899999997	0.08049854599999999	0.511087745
POLR3A	0.077735955	0.185767414	-0.00445424	0.9382140590000001
CDC45	-0.364441071	0.185859855	0.05737315	0.667607356
BBX	0.089561911	0.18605118399999998	-0.058235842999999995	0.517419109
RPL5	0.089970644	0.18606578899999998	0.018567853	0.819542764
GALNT1	0.10519436	0.18609545	0.252699653	0.07406823
CEP164	0.10366095	0.186111802	-0.12375451300000001	0.108904537
RSBN1	0.16947572600000002	0.186132606	-0.061230501	0.479426358
TMTC4	0.106261155	0.186137475	0.24496951600000003	0.060444955999999994
PRKAB1	-0.121693808	0.186187204	0.219661285	0.060105452999999996
RBFOX2	-0.09751501800000001	0.186409606	0.011560174	0.868562101
RPL35	0.16850322	0.186454197	-0.162801518	0.31666261
PIP4K2C	-0.09397649300000001	0.186518821	-0.012974483	0.887911268
CEP57	0.120968404	0.186543712	0.005324413	0.943269083
VIL1	0.27730942199999997	0.186578907	-0.43169703299999995	0.018603348999999998
GK5	0.10493534199999999	0.18683702100000002	-0.31008974	0.006016365
MRPS14	-0.167293149	0.18687948	0.0516492	0.553755862
NIPSNAP1	0.17075362600000002	0.187031145	-0.114972629	0.38601992700000004
ATXN7L3	-0.09029166599999999	0.18707571899999997	0.005210937	0.9504153940000001
LCP1	-0.119330609	0.18710915	0.092250851	0.322732446
PATL1	-0.079130331	0.18717983	0.0028759529999999997	0.9685162829999999
OMA1	0.06380614700000001	0.187203735	0.078186583	0.327212579
ZPR1	-0.09322423	0.18727435899999997	0.040376036000000004	0.664052974
RINT1	0.08395178	0.187352002	-0.005008684	0.9487654259999999
CRIPT	-0.120677354	0.187429336	0.154783345	0.082196505
DPP8	-0.10454625599999999	0.18760122	0.025526732000000003	0.784694525
RAC3	-0.10147006300000001	0.187633036	0.178006606	0.024485063999999997
CALCOCO2	0.124174715	0.187771711	-0.16740168	0.115453825
ZBTB1	0.171850096	0.1878273	-0.22352554100000002	0.11084681199999999
PPM1B	-0.090483687	0.188165458	0.034363597999999995	0.708935028
CHFR	0.12066151900000001	0.188298875	-0.110784176	0.133330056
SPAG9	-0.07881334799999999	0.188505769	0.066400812	0.439318905
SH2B1	-0.082934427	0.188547876	-0.007841912	0.930971762
TNIK	-0.134108075	0.188565693	0.052989472	0.43339352299999995
ZNF525	0.241667488	0.188628341	-0.314671657	0.08424724300000001
HAUS3	-0.09655604699999999	0.18862847600000002	0.014345238	0.86192735
CRTAP	0.132230387	0.18868103100000003	-0.118048061	0.098180089
PCDH7	0.18536533	0.188724671	0.18785489800000002	0.150608783
CARM1	-0.129707805	0.188901575	0.173447486	0.075243443
MTFMT	0.134636538	0.188962083	-0.049046857	0.6754494520000001
C8orf82	0.08060848799999999	0.189243479	0.023210388999999998	0.806461056
ROCK2	-0.101540547	0.18956194	0.112081939	0.23502213800000002
IGF1R	0.076746603	0.18989772300000002	-0.002067985	0.9785841820000001
ZNF417	0.126387056	0.190012085	-0.250003727	0.033441325
ANXA11	-0.09504560699999999	0.19005840699999998	0.1058941	0.205934874
CLU	0.13458809300000002	0.19010458100000002	0.054489631	0.59823791
HGD	-0.141220224	0.19039429300000002	0.015040893999999999	0.8993707240000001
RAB4B	0.128018579	0.19051320600000002	0.09225244	0.39012558799999997
RBBP8	0.090107731	0.19056283100000002	-0.06068096	0.363777044
ZBTB39	0.081451501	0.19060105100000002	-0.08169624	0.23454153600000002
RIC8A	-0.0853034	0.19067551100000002	0.065467488	0.422587525
SRRT	-0.087256692	0.19076175199999998	-0.061361307000000004	0.45873351100000004
VAT1	-0.076130393	0.191128905	0.09902775300000001	0.189705614
RAB22A	0.074338595	0.19126818399999998	0.033407316	0.7218763229999999
MRPS24	-0.2054438	0.19139555600000002	0.111753374	0.286122062
PUM1	-0.12852761	0.191469737	0.012034655	0.9205664509999999
TARS2	0.084063477	0.19167814600000002	-0.037139212000000005	0.689385881
NDUFA6	0.116001433	0.191748485	-0.068079239	0.42055934700000003
DNAJC3	0.104356338	0.19188456199999998	0.074615015	0.364843904
NDUFA9	0.105962359	0.191902514	-0.019331235	0.79725849
MRPS31	-0.206008042	0.19196849600000002	0.141740228	0.173880797
ADO	-0.107585642	0.192013546	-0.029221179	0.694977684
TMEM263	0.118146876	0.19210039899999998	0.05024983400000001	0.561641182
C19orf52	0.102075029	0.19214478399999999	0.608454828	0.017173542
C21orf33	0.09607934900000001	0.19218091399999998	0.054621529	0.448185485
SARAF	0.12297472599999999	0.19225341699999998	-0.043640354000000006	0.785428573
PEG10	-0.139760202	0.19234224100000002	0.08539932800000001	0.45646763100000004
NDUFA13	0.079307752	0.192433045	-0.055255162999999996	0.479077545
HMGA1	0.34297401299999997	0.19245938199999998	-0.446163311	0.134036869
SMC6	0.083943336	0.192476376	-0.291545674	0.009255702
ATOX1	-0.1541489	0.192654698	0.10255130300000001	0.5877762120000001
PICALM	0.133274505	0.192801475	0.06734071700000001	0.532245726
PRDX4	0.098150733	0.192803051	0.112241332	0.166477453
FMNL2	0.19254052800000002	0.192853926	-0.22981957600000003	0.029569522
AQP11	0.140810495	0.192862912	0.029516956	0.8302993359999999
CASK	-0.233763943	0.192957689	0.19084206199999998	0.068240262
MTMR6	-0.075946326	0.193034927	0.045641169	0.5412039989999999
RNF128	0.10195643300000001	0.193111323	-0.00524564	0.949957781
C1orf122	-0.074816879	0.193144325	0.06900817	0.286885544
DCAF8L2	-0.297994683	0.193202273	0.15870252699999998	0.36362560200000005
APOBEC2	0.139004622	0.19327216600000002	-0.21439457	0.112532264
HEATR5B	0.082999331	0.19341835	-0.105445035	0.128103052
PACSIN2	-0.077141976	0.193652025	-0.003355297	0.9687431540000001
ADAM9	0.096584973	0.19382156899999997	0.119357885	0.266468174
IBA57	0.074338531	0.19411167	0.000140648	0.998490615
RFX5	0.09516474300000001	0.194310798	-0.139845676	0.091050113
UGGT1	0.11539484400000001	0.194350839	0.070336785	0.476885622
PRKG1	-0.118322384	0.194494545	0.131714183	0.198355843
TIMM10B	0.09723319400000001	0.19453710800000001	0.501843417	0.011343698000000001
IFI35	0.08708375800000001	0.19463578	0.108238715	0.119392329
RRS1	0.37033211200000005	0.19478522	-0.26021304	0.074546998
KIF3B	-0.082734757	0.194808095	0.024501715	0.769382369
C12orf43	0.101310651	0.194837583	-0.22588909100000001	0.016074455
TIPIN	-0.12115545800000001	0.19493107199999998	-0.005760719	0.9478778170000001
INPPL1	-0.07453429	0.194960297	0.050388504	0.509213713
ERO1L	0.108840078	0.194987755	0.126905861	0.22027184600000002
CKAP2	-0.147821109	0.19511164600000003	-0.16584244199999998	0.25688505699999997
VPS35	-0.081593437	0.19533846	0.124503411	0.137991505
RPL36AL	0.203294652	0.19568852899999997	-0.164811954	0.342510973
LAP3	-0.132261049	0.19578686399999998	0.10639443400000001	0.269801454
PKN2	-0.144642956	0.19582237600000002	0.088794657	0.19890777199999998
UBA3	-0.085319063	0.19617960199999998	0.134284688	0.099527338
MED13	0.155425101	0.19643657899999997	-0.04410744	0.7256350020000001
MYO1D	0.170049552	0.19652037100000003	-0.220866882	0.172570909
CMTM3	-0.09423499800000001	0.196543505	0.06166245	0.5290456
TMEM230	-0.11899259699999999	0.19697496	0.156900336	0.167199995
SNF8	-0.082929985	0.197099616	0.027799217999999997	0.70096577
ANKRD26	0.129387951	0.197367198	-0.178852948	0.021180813
ALDH5A1	-0.095736225	0.19755593800000001	0.098814636	0.152119434
ZNF808	0.10560447099999999	0.197753011	-0.20368195100000003	0.013607969
MGST3	0.24371713899999997	0.197784128	-0.319063293	0.057545657
LYPLA1	-0.074395695	0.19782459600000002	0.08976729	0.236576462
TCN1	0.21296014800000002	0.198146767	0.0382662	0.7760408000000001
FTH1	-0.12204544199999999	0.198250058	0.12130886699999999	0.115921872
PRR11	-0.166252364	0.198528249	-0.143929436	0.295489713
SGMS1	0.352688389	0.198554812	0.340190934	0.064674534
FAF1	-0.08399584800000001	0.198771531	0.09160088400000001	0.256459754
ISOC1	-0.09340910300000001	0.19895006	0.079718711	0.43326627
TMEM260	0.08622763	0.199124429	-0.007432261999999999	0.924036855
BBS4	0.11781940699999999	0.199215452	-0.18275952199999998	0.053475561
SOS1	-0.142148535	0.199271433	0.11300011800000001	0.290675127
RPL28	0.123971372	0.19955108100000002	0.024372231	0.8094652379999999
TRAPPC5	-0.07174038	0.199743883	-0.056886248	0.433755028
EIF5	-0.06747093400000001	0.199797038	0.075897598	0.413539273
IPO4	-0.111732409	0.199862651	-0.000194255	0.9985208390000001
ACACA	-0.083201703	0.19989017	0.068527662	0.39668827799999995
ALDH16A1	-0.101614291	0.200073201	0.089530239	0.315871996
ANO6	-0.274163169	0.200084103	0.323349421	0.042713818
FARSB	-0.094965058	0.20025583600000002	0.075845831	0.384210705
POLR3K	-0.078247489	0.200444001	0.0067765740000000005	0.9477322979999999
STK38L	-0.067763147	0.20054823800000002	-0.059811977	0.42646205200000004
SLC37A1	0.106904444	0.200709517	0.315720828	0.190258008
ZNF362	0.137594094	0.20084812300000002	-0.28059111	0.039044393999999996
UBR4	-0.09961109300000001	0.200948878	0.09344973699999999	0.30985428
TXNL4B	-0.09378837599999999	0.20098237100000002	-0.043113317000000005	0.516648873
SUPT5H	-0.18616416100000002	0.201225825	-0.72922426	0.000162953
OSGEP	-0.07818104099999999	0.201264229	0.053244705	0.464412664
LAPTM4A	-0.118236519	0.201398897	0.330261273	0.011997635
EPCAM	-0.155404233	0.20142085899999998	0.343042329	0.018791086999999998
TRABD	0.133884492	0.201603703	-0.016376784	0.90943233
ERAP1	0.094554225	0.201667662	0.0051164620000000004	0.955332684
TMLHE	0.084716932	0.201776488	-0.006549411	0.944847742
SMARCD2	0.13461526599999998	0.201918515	-0.18219013399999998	0.120712499
SVIL	0.152462403	0.201920875	-0.43555822299999997	0.000433913
GRAMD1A	0.104785766	0.201949203	-0.045735146	0.6043361420000001
FOSL1	0.200604842	0.202445352	-0.5051539079999999	0.0007716530000000001
KDELR3	0.09224636	0.20246768399999998	0.146133389	0.25399793600000004
NCAPH2	0.10937774199999999	0.202625715	-0.17839935899999998	0.154061681
ZBTB43	-0.157341899	0.202699982	0.092714774	0.321912254
ITFG3	-0.276085118	0.203478574	0.09827179	0.502261615
ORC5	-0.09293166	0.20372917100000001	-0.09703625199999999	0.31061975
DIS3L2	-0.081064097	0.20385867300000002	-0.038336496	0.572322764
TRIM26	0.111535164	0.20386542	-0.147980665	0.170259417
TTC37	-0.125821134	0.204014229	0.071106163	0.49383739200000004
ANKMY2	-0.151542078	0.204256192	0.18142255399999999	0.067821388
NADK	-0.16291175	0.204504347	0.065050907	0.406600951
GINS3	-0.092175392	0.204540417	0.044388243	0.674520743
RBM28	0.312690838	0.20462109399999998	-0.402116614	0.022122475
POLR3C	0.07675176	0.20467237600000002	-0.06991167400000001	0.25827129
VCL	-0.081120969	0.204713864	0.074491914	0.34848916
CHUK	-0.065691082	0.204745748	0.028432792000000002	0.7193727529999999
LYPLAL1	-0.071478548	0.204846	0.079413022	0.22884976199999998
PTBP1	-0.126543465	0.205208251	-0.024033892	0.790217561
LRCH1	0.07399775	0.205238642	-0.058599969	0.387191547
ITIH2	-0.176012017	0.205266685	0.140592367	0.124600621
COMMD5	-0.068248942	0.20527914100000003	0.025436304	0.724048125
ZNF593	0.114066449	0.20540651199999999	-0.22842748699999998	0.092761976
PAXBP1	0.132149716	0.20564729399999998	-0.151133392	0.120085692
VLDLR	-0.083159484	0.205676432	0.09547032400000001	0.19036605899999998
METTL7A	-0.21094454699999998	0.205856788	0.28091271100000004	0.017126985
ARHGAP18	-0.083533953	0.206402134	0.036707516	0.662226632
DIAPH2	-0.116840456	0.20643276600000002	0.058470212	0.468363345
PAPOLA	-0.075369157	0.20654856800000002	0.081451525	0.267967815
PPAT	-0.072829929	0.206848162	0.056418811	0.5308840579999999
SLC12A4	-0.161810507	0.206936098	0.35085481700000004	0.0058812759999999995
F11R	-0.12123899199999999	0.206971994	0.333034516	0.017519566
VPS13A	0.075083292	0.20717596800000002	0.018262295	0.812247897
ZNF184	0.10744515	0.207502802	-0.18673999600000002	0.10402618300000001
CHD9	0.17100869100000002	0.207641269	-0.256287266	0.128224121
TSG101	-0.063735507	0.207685245	0.021744147999999998	0.753036294
PTPN14	-0.090924974	0.207720652	-0.024006414	0.7660474690000001
XRCC1	-0.07490633099999999	0.20774205	-0.061516386	0.421096663
GLTSCR1	0.144888035	0.207839424	-0.080955427	0.578830825
LZTS2	0.15558226	0.20793111600000003	-0.280093375	0.009414365
RRM1	-0.213326514	0.20801366	0.129805201	0.37376460799999994
ITGA2	0.10792900300000001	0.208024113	0.09345479400000001	0.538486091
VTI1B	-0.236292788	0.20809878199999998	0.131181223	0.17653454600000001
ZNF691	0.105750796	0.20817733600000002	-0.083441715	0.39772102299999995
USF1	0.16908971399999997	0.20822423199999998	-0.176574304	0.187628168
SEPHS1	-0.074320974	0.208344415	0.142807872	0.076278158
CEP192	0.112130439	0.2083446	-0.05220287	0.666926554
N4BP2	-0.101565722	0.208411145	0.012969853	0.845912815
PDCD11	0.34122450200000004	0.20842724899999998	-0.41869304399999996	0.020852625
ORC3	-0.09333980900000001	0.20851986100000003	-0.135315196	0.166939137
TFIP11	0.10246925	0.209125653	-0.09874833	0.295156918
CORO1A	0.193826164	0.209230655	-0.318781167	0.033005495
TAF1B	0.180588045	0.20925434399999998	-0.280098461	0.018337179
BRAP	-0.07448062400000001	0.20939065399999998	-0.027867356	0.744245596
PCMT1	-0.09520123800000001	0.209413675	0.140772071	0.13611942
SLC25A25	0.083469319	0.20964997800000001	0.369152025	0.042100081
CCRN4L	0.114885715	0.209710932	0.014236065	0.8721425140000001
FAM20B	0.07070419	0.20986191	0.09355726199999999	0.33401141300000003
ZNF711	0.143806616	0.21008010300000002	-0.180559533	0.09007613199999999
RPL19	0.141517593	0.210102243	-0.087903359	0.544817979
SCYL1	-0.088766265	0.21021759399999998	0.089082177	0.307944166
MTTP	-0.096464873	0.21023279399999997	-0.06412944200000001	0.481223112
WDR4	-0.073234458	0.21026892600000002	0.032463532	0.658517066
DDX54	0.14208048	0.210307861	-0.252388712	0.012207537
KLHL36	-0.081570955	0.210347399	0.009683293	0.892503375
EXOC5	-0.076962893	0.210352354	0.056038776	0.4426478
ATP12A	-0.431124255	0.210639465	0.647511681	0.003110709
PLEKHA6	0.318432455	0.21079126899999998	-0.283764109	0.073624051
UBXN7	-0.08729154800000001	0.210798916	0.09727163800000001	0.22872700399999998
ZCRB1	0.09286453300000001	0.210911688	-0.173111083	0.026681255
MED14	0.106492826	0.21094036	-0.025623952999999998	0.73375332
TMEM109	0.124930112	0.211015578	-0.019120813	0.8382048459999999
FGFR1OP2	0.079030419	0.21105342100000002	0.117900054	0.33584175899999996
SLC5A5	-0.138340883	0.211223747	0.27402981600000004	0.015233461
CSNK1D	0.095927397	0.211336325	-0.180605696	0.020965857
SPAST	-0.081216533	0.211398185	0.034143182	0.663460056
NDUFB7	0.078701013	0.21143798600000002	0.014683958	0.8378344120000001
ZNF263	0.164104532	0.21146255100000003	-0.20487086699999998	0.040151745
PFKL	-0.102357806	0.211547245	0.089669883	0.289581798
HMGN5	-0.23351741399999998	0.21172980800000002	-0.085445591	0.6491950320000001
APCDD1	0.10479107300000001	0.212066905	0.10563250199999999	0.164816773
RPL22	0.129792293	0.21236935199999998	-0.137971429	0.258431404
CASP2	-0.08342205400000001	0.21243506199999998	0.039121267	0.575127313
CDC27	-0.072923923	0.212533251	0.10881300599999999	0.42532148
TMEM27	-0.238379345	0.21255412199999998	0.024782599	0.898825691
HK2	-0.082961704	0.212605883	0.087942547	0.25373486100000003
HEG1	0.14289653900000002	0.212663562	0.10709060699999999	0.36417379200000005
LIMD2	-0.18268317899999997	0.21278833100000002	-0.037038407	0.7918021559999999
CALU	0.124763426	0.21280315600000002	0.17124696399999997	0.10608650800000001
CDC42EP3	-0.151753303	0.21285060100000003	0.13887114	0.281726341
ODF2	0.162393336	0.213579455	-0.135833398	0.20860264399999998
GORASP2	0.116738221	0.21379798600000002	0.274323711	0.058826557
TIGD2	0.15314766300000002	0.21382168899999998	-0.248227327	0.099182202
NDUFA4	-0.17873690399999997	0.21390762	0.543623023	0.000632041
JUN	0.187537987	0.21404834	-0.42473234299999996	0.001677667
RHOA	-0.16859987899999998	0.214159195	0.392750265	0.001929406
RDH10	0.089633696	0.21457475899999998	-0.091187702	0.287967776
PPP2CB	-0.05854314099999999	0.21482585199999998	-0.063815631	0.38242908200000003
SCAPER	-0.084563792	0.214872693	-0.019338339	0.7640862190000001
TCEB1	-0.072744734	0.21487696899999997	0.038474298999999997	0.62532177
EXT1	0.105761529	0.215039435	0.165349831	0.148530623
BOD1	-0.198079187	0.21514597800000002	-0.007001095	0.950921699
SCAF8	-0.081191715	0.21517302600000002	-0.183932619	0.010772628000000001
PSME3	-0.116405757	0.21517373399999998	0.124831593	0.16109622
BIRC5	0.150574186	0.21519575600000002	-0.48300804799999997	0.002925003
APEX1	-0.140914066	0.215392503	0.250046135	0.025196602999999998
GET4	-0.100516198	0.215438855	0.077729702	0.279960986
ZFPM1	0.074303864	0.21552057	-0.011847933	0.882556004
SLAIN2	-0.083662022	0.215668529	-0.037991946	0.629800331
WDR41	-0.08039449900000001	0.21567357899999998	0.0767005	0.272686136
GSE1	0.060809844	0.215741765	-0.013290963000000001	0.8325349870000001
CLSTN1	0.066081692	0.21577457100000003	0.040465362000000005	0.549567431
EIF4G3	-0.064730414	0.215830644	0.030076417	0.665918966
C9orf142	-0.29844155699999997	0.216439105	0.054201495999999995	0.806481144
NCK2	-0.109543907	0.216627624	0.005763763000000001	0.952700285
CD47	-0.17178075199999998	0.217072408	0.5622988179999999	0.016050847
CLTA	0.110654783	0.217275224	-0.13669303300000002	0.177570967
PSMB7	-0.087698278	0.21729181399999997	0.099913106	0.191914495
GDAP1	0.176675411	0.217321139	-0.047777235999999994	0.652897237
KEL	0.23021799399999998	0.217347475	-0.08857496599999999	0.5786161479999999
ARHGAP6	-0.072202698	0.217409933	0.029171193999999998	0.712692098
UBE2E1	-0.085018495	0.21763012199999998	0.097742836	0.240939669
POMGNT1	0.090513372	0.21773846800000002	0.124907763	0.224293215
TRAPPC3	-0.070134566	0.21794715899999997	0.058846641	0.497772902
SNX19	0.087522116	0.218155077	-0.10291859099999999	0.263957509
FAM114A2	-0.088578785	0.21839038	0.16203767	0.040221965
ATP6V1E1	0.108755827	0.21839167899999998	-0.036735186	0.6415052920000001
MUM1	0.09686633900000001	0.218446589	-0.18146532899999998	0.030070136
RAB11FIP2	0.13239868400000002	0.21845020699999998	-0.119812161	0.273864872
CASC4	0.085112737	0.218521369	0.21677392	0.130132627
